match_id,result,Ban_T1_1,Ban_T1_2,Ban_T1_3,Ban_T1_4,Ban_T1_5,Ban_T1_6,Ban_T2_1,Ban_T2_2,Ban_T2_3,Ban_T2_4,Ban_T2_5,Ban_T2_6,Pick_T1_1,Pick_T1_2,Pick_T1_3,Pick_T1_4,Pick_T1_5,Pick_T2_1,Pick_T2_2,Pick_T2_3,Pick_T2_4,Pick_T2_5
4063378608.0,Dire,58.0,91.0,63.0,92.0,45.0,65.0,9.0,5.0,75.0,42.0,78.0,12.0,36.0,20.0,19.0,13.0,61.0,112.0,6.0,119.0,46.0,33.0
4063299885.0,Radiant,91.0,75.0,45.0,33.0,63.0,74.0,110.0,58.0,42.0,73.0,56.0,61.0,36.0,5.0,70.0,85.0,17.0,19.0,111.0,96.0,113.0,21.0
4063359785.0,Dire,19.0,91.0,110.0,36.0,85.0,25.0,45.0,75.0,70.0,22.0,74.0,73.0,20.0,9.0,111.0,96.0,114.0,58.0,5.0,88.0,67.0,17.0
4063289036.0,Dire,85.0,9.0,75.0,119.0,12.0,49.0,63.0,61.0,91.0,88.0,58.0,74.0,20.0,53.0,56.0,66.0,92.0,42.0,45.0,100.0,36.0,73.0
4063369023.0,Radiant,45.0,42.0,75.0,36.0,12.0,73.0,61.0,63.0,91.0,70.0,4.0,74.0,20.0,9.0,3.0,54.0,25.0,19.0,110.0,58.0,107.0,46.0
4063286002.0,Dire,91.0,58.0,66.0,42.0,51.0,74.0,5.0,85.0,75.0,53.0,77.0,61.0,7.0,36.0,87.0,70.0,25.0,63.0,110.0,3.0,6.0,17.0
4063350513.0,Radiant,85.0,5.0,36.0,67.0,70.0,109.0,91.0,58.0,63.0,25.0,3.0,74.0,7.0,56.0,20.0,9.0,59.0,66.0,19.0,31.0,42.0,22.0
4063439681.0,Radiant,88.0,20.0,63.0,41.0,42.0,49.0,79.0,45.0,36.0,23.0,19.0,4.0,91.0,72.0,3.0,25.0,65.0,75.0,56.0,70.0,9.0,21.0
4063490254.0,Radiant,45.0,91.0,36.0,7.0,23.0,59.0,75.0,20.0,88.0,42.0,25.0,97.0,5.0,12.0,19.0,106.0,112.0,79.0,9.0,103.0,49.0,41.0
4063413580.0,Dire,66.0,19.0,63.0,61.0,56.0,59.0,53.0,36.0,58.0,3.0,9.0,13.0,91.0,6.0,26.0,46.0,45.0,75.0,70.0,23.0,112.0,12.0
4063477071.0,Dire,53.0,36.0,58.0,63.0,6.0,59.0,61.0,66.0,75.0,23.0,7.0,106.0,19.0,3.0,91.0,72.0,49.0,9.0,20.0,12.0,119.0,98.0
4063430773.0,Radiant,58.0,91.0,45.0,6.0,70.0,46.0,19.0,75.0,36.0,12.0,41.0,94.0,9.0,20.0,4.0,3.0,49.0,63.0,112.0,119.0,42.0,25.0
4063481435.0,Radiant,58.0,91.0,45.0,41.0,33.0,12.0,19.0,9.0,36.0,92.0,6.0,59.0,63.0,53.0,70.0,26.0,40.0,75.0,49.0,7.0,46.0,72.0
4063402142.0,Radiant,112.0,19.0,75.0,22.0,70.0,46.0,58.0,91.0,42.0,7.0,61.0,49.0,5.0,4.0,86.0,113.0,74.0,88.0,63.0,26.0,36.0,17.0
4063465788.0,Radiant,58.0,45.0,36.0,4.0,86.0,61.0,19.0,112.0,75.0,70.0,22.0,92.0,5.0,63.0,51.0,120.0,74.0,56.0,27.0,88.0,9.0,6.0
4063532336.0,Dire,5.0,91.0,110.0,112.0,75.0,17.0,6.0,88.0,70.0,36.0,9.0,59.0,20.0,56.0,14.0,63.0,73.0,58.0,67.0,31.0,19.0,100.0
4063572817.0,Radiant,91.0,88.0,58.0,25.0,9.0,33.0,5.0,110.0,36.0,73.0,17.0,75.0,70.0,85.0,63.0,19.0,45.0,67.0,112.0,119.0,56.0,16.0
4063527110.0,Radiant,9.0,45.0,110.0,65.0,75.0,59.0,63.0,58.0,91.0,82.0,92.0,83.0,112.0,36.0,42.0,46.0,107.0,119.0,19.0,68.0,56.0,4.0
4063571098.0,Radiant,63.0,58.0,36.0,46.0,92.0,61.0,91.0,9.0,75.0,12.0,73.0,25.0,112.0,7.0,67.0,65.0,56.0,42.0,119.0,5.0,69.0,17.0
4063521022.0,Radiant,85.0,45.0,19.0,49.0,77.0,74.0,91.0,58.0,5.0,4.0,6.0,59.0,75.0,63.0,112.0,36.0,25.0,66.0,9.0,84.0,42.0,46.0
4063563567.0,Radiant,85.0,45.0,19.0,49.0,7.0,46.0,58.0,75.0,91.0,6.0,110.0,92.0,63.0,20.0,119.0,108.0,25.0,5.0,36.0,83.0,67.0,22.0
4063518923.0,Radiant,42.0,9.0,19.0,53.0,63.0,61.0,4.0,91.0,66.0,113.0,7.0,74.0,58.0,40.0,27.0,12.0,45.0,20.0,70.0,110.0,35.0,73.0
4063558826.0,Radiant,42.0,9.0,19.0,73.0,67.0,61.0,66.0,58.0,45.0,74.0,113.0,10.0,53.0,75.0,7.0,25.0,6.0,36.0,5.0,112.0,4.0,120.0
4063611898.0,Radiant,63.0,45.0,113.0,33.0,82.0,59.0,58.0,36.0,20.0,3.0,51.0,75.0,91.0,72.0,19.0,104.0,111.0,5.0,56.0,103.0,65.0,95.0
4063653342.0,Radiant,58.0,36.0,91.0,4.0,49.0,22.0,113.0,45.0,63.0,112.0,92.0,82.0,19.0,84.0,9.0,119.0,47.0,75.0,70.0,27.0,67.0,59.0
4063619584.0,Dire,91.0,58.0,36.0,33.0,17.0,22.0,19.0,75.0,5.0,9.0,4.0,51.0,20.0,12.0,25.0,86.0,32.0,63.0,112.0,7.0,120.0,94.0
4063667075.0,Dire,36.0,91.0,58.0,67.0,25.0,88.0,19.0,75.0,9.0,41.0,20.0,86.0,7.0,56.0,110.0,17.0,112.0,5.0,33.0,70.0,106.0,63.0
4063600107.0,Radiant,63.0,5.0,58.0,12.0,92.0,53.0,42.0,119.0,91.0,49.0,67.0,51.0,36.0,85.0,9.0,6.0,18.0,19.0,75.0,100.0,56.0,112.0
4063643412.0,Radiant,19.0,63.0,58.0,12.0,61.0,92.0,42.0,36.0,91.0,4.0,6.0,59.0,53.0,84.0,9.0,88.0,109.0,119.0,120.0,64.0,67.0,46.0
4063601628.0,Radiant,63.0,33.0,19.0,61.0,49.0,59.0,91.0,58.0,36.0,6.0,3.0,40.0,9.0,20.0,119.0,17.0,42.0,5.0,70.0,4.0,112.0,73.0
4063646692.0,Dire,91.0,58.0,36.0,6.0,70.0,114.0,63.0,19.0,33.0,61.0,66.0,56.0,20.0,49.0,4.0,107.0,74.0,9.0,119.0,26.0,42.0,59.0
4064708096.0,Radiant,4.0,78.0,45.0,73.0,62.0,47.0,91.0,66.0,61.0,6.0,92.0,59.0,20.0,53.0,75.0,67.0,36.0,9.0,42.0,5.0,19.0,58.0
4064786062.0,Radiant,78.0,4.0,42.0,120.0,5.0,65.0,91.0,66.0,61.0,67.0,85.0,12.0,20.0,58.0,107.0,45.0,63.0,36.0,7.0,27.0,44.0,19.0
4064721264.0,Radiant,112.0,58.0,91.0,80.0,82.0,17.0,45.0,19.0,75.0,6.0,53.0,56.0,66.0,25.0,67.0,83.0,74.0,21.0,33.0,85.0,70.0,59.0
4064796732.0,Radiant,66.0,58.0,91.0,75.0,4.0,25.0,42.0,92.0,112.0,36.0,19.0,61.0,63.0,20.0,90.0,99.0,82.0,53.0,7.0,31.0,10.0,74.0
4064706272.0,Dire,63.0,36.0,58.0,104.0,6.0,25.0,9.0,45.0,91.0,19.0,46.0,59.0,42.0,112.0,119.0,70.0,73.0,75.0,20.0,56.0,78.0,17.0
4064812973.0,Radiant,9.0,45.0,91.0,73.0,59.0,46.0,63.0,58.0,36.0,6.0,78.0,17.0,75.0,20.0,19.0,109.0,25.0,112.0,70.0,56.0,5.0,94.0
4064706284.0,Radiant,85.0,91.0,58.0,42.0,25.0,74.0,63.0,5.0,19.0,67.0,111.0,61.0,36.0,9.0,70.0,75.0,100.0,20.0,119.0,30.0,6.0,17.0
4064786780.0,Dire,58.0,5.0,36.0,3.0,49.0,33.0,85.0,75.0,70.0,67.0,56.0,77.0,63.0,19.0,112.0,83.0,6.0,91.0,72.0,20.0,9.0,23.0
4064851344.0,Dire,19.0,75.0,61.0,70.0,73.0,22.0,91.0,33.0,36.0,41.0,25.0,17.0,58.0,26.0,5.0,12.0,106.0,119.0,63.0,4.0,20.0,7.0
4064938488.0,Dire,19.0,75.0,61.0,4.0,20.0,7.0,91.0,33.0,36.0,41.0,45.0,105.0,58.0,26.0,5.0,12.0,25.0,119.0,63.0,3.0,49.0,73.0
4064867263.0,Radiant,58.0,20.0,56.0,70.0,17.0,41.0,63.0,19.0,33.0,61.0,91.0,73.0,36.0,112.0,53.0,7.0,46.0,9.0,75.0,103.0,25.0,67.0
4064949771.0,Dire,20.0,56.0,9.0,21.0,12.0,46.0,58.0,19.0,63.0,90.0,59.0,74.0,75.0,33.0,91.0,10.0,49.0,36.0,5.0,72.0,88.0,17.0
4064872015.0,Dire,42.0,7.0,49.0,88.0,33.0,100.0,63.0,58.0,91.0,45.0,75.0,2.0,119.0,12.0,5.0,25.0,53.0,9.0,36.0,64.0,41.0,107.0
4064970428.0,Radiant,91.0,9.0,58.0,67.0,61.0,98.0,36.0,75.0,63.0,12.0,70.0,49.0,53.0,7.0,85.0,40.0,6.0,119.0,42.0,83.0,17.0,56.0
4064854156.0,Dire,63.0,58.0,91.0,33.0,74.0,57.0,9.0,45.0,75.0,61.0,6.0,52.0,112.0,36.0,111.0,42.0,120.0,19.0,119.0,68.0,12.0,25.0
4064939549.0,Radiant,119.0,63.0,19.0,25.0,65.0,51.0,9.0,45.0,75.0,6.0,67.0,61.0,36.0,3.0,7.0,56.0,59.0,91.0,72.0,5.0,74.0,78.0
4064996401.0,Dire,19.0,53.0,45.0,56.0,9.0,34.0,58.0,91.0,63.0,109.0,67.0,25.0,75.0,36.0,21.0,48.0,42.0,20.0,78.0,119.0,4.0,11.0
4065077879.0,Radiant,91.0,58.0,53.0,45.0,36.0,112.0,63.0,109.0,48.0,12.0,85.0,61.0,75.0,56.0,19.0,119.0,77.0,42.0,9.0,20.0,59.0,78.0
4065016209.0,Radiant,58.0,91.0,63.0,82.0,67.0,53.0,19.0,66.0,7.0,9.0,36.0,46.0,6.0,3.0,21.0,85.0,73.0,112.0,42.0,119.0,61.0,80.0
4065083072.0,Dire,58.0,91.0,6.0,49.0,36.0,65.0,112.0,90.0,82.0,85.0,92.0,59.0,63.0,20.0,5.0,67.0,98.0,19.0,75.0,7.0,109.0,45.0
4065017593.0,Radiant,9.0,19.0,42.0,52.0,36.0,51.0,66.0,53.0,58.0,7.0,74.0,61.0,75.0,10.0,119.0,96.0,45.0,91.0,72.0,86.0,25.0,2.0
4065084843.0,Radiant,9.0,42.0,94.0,73.0,72.0,34.0,58.0,66.0,53.0,113.0,10.0,83.0,75.0,49.0,25.0,12.0,112.0,63.0,20.0,85.0,4.0,22.0
4064993264.0,Radiant,51.0,85.0,58.0,6.0,23.0,5.0,36.0,75.0,91.0,112.0,110.0,63.0,42.0,119.0,61.0,84.0,78.0,20.0,53.0,19.0,67.0,9.0
4065042825.0,Dire,91.0,61.0,58.0,36.0,63.0,92.0,51.0,85.0,45.0,6.0,12.0,40.0,53.0,20.0,60.0,56.0,76.0,42.0,90.0,66.0,49.0,70.0
4065124105.0,Radiant,91.0,58.0,63.0,12.0,33.0,46.0,9.0,66.0,53.0,45.0,6.0,4.0,42.0,36.0,85.0,90.0,61.0,75.0,119.0,56.0,88.0,94.0
4065164937.0,Dire,63.0,58.0,42.0,10.0,12.0,46.0,36.0,75.0,66.0,3.0,19.0,41.0,91.0,72.0,84.0,11.0,96.0,20.0,9.0,112.0,33.0,74.0
4065129977.0,Dire,5.0,36.0,9.0,59.0,25.0,7.0,91.0,63.0,58.0,61.0,46.0,73.0,20.0,12.0,49.0,85.0,42.0,19.0,31.0,106.0,72.0,17.0
4065178894.0,Radiant,5.0,36.0,17.0,106.0,49.0,34.0,91.0,63.0,58.0,112.0,85.0,59.0,9.0,12.0,20.0,89.0,46.0,19.0,31.0,103.0,72.0,73.0
4065128649.0,Radiant,58.0,91.0,42.0,4.0,59.0,77.0,19.0,63.0,56.0,45.0,88.0,106.0,9.0,5.0,103.0,113.0,49.0,36.0,84.0,21.0,17.0,53.0
4065175507.0,Radiant,91.0,58.0,42.0,5.0,88.0,45.0,63.0,19.0,56.0,113.0,40.0,61.0,4.0,75.0,119.0,39.0,36.0,9.0,70.0,66.0,3.0,59.0
4065095713.0,Dire,61.0,75.0,58.0,45.0,12.0,10.0,33.0,36.0,63.0,9.0,56.0,82.0,119.0,70.0,85.0,53.0,1.0,19.0,66.0,21.0,17.0,42.0
4065140946.0,Dire,33.0,19.0,36.0,20.0,42.0,82.0,61.0,75.0,4.0,9.0,58.0,59.0,119.0,41.0,87.0,21.0,46.0,63.0,66.0,3.0,120.0,73.0
4065211201.0,Dire,91.0,58.0,88.0,42.0,49.0,7.0,45.0,5.0,36.0,63.0,9.0,61.0,19.0,31.0,70.0,86.0,67.0,20.0,110.0,40.0,56.0,6.0
4065260154.0,Radiant,58.0,4.0,72.0,6.0,56.0,12.0,88.0,20.0,75.0,45.0,119.0,68.0,42.0,63.0,107.0,70.0,74.0,91.0,36.0,5.0,19.0,9.0
4065229720.0,Radiant,9.0,42.0,63.0,67.0,73.0,94.0,6.0,58.0,91.0,56.0,109.0,72.0,19.0,112.0,5.0,25.0,41.0,36.0,75.0,100.0,33.0,46.0
4065281130.0,Dire,58.0,6.0,91.0,109.0,70.0,56.0,9.0,42.0,36.0,25.0,107.0,59.0,67.0,75.0,7.0,63.0,17.0,19.0,5.0,69.0,4.0,40.0
4065211218.0,Radiant,75.0,58.0,77.0,25.0,108.0,5.0,45.0,53.0,91.0,74.0,49.0,59.0,66.0,112.0,67.0,83.0,114.0,63.0,20.0,36.0,19.0,110.0
4065268827.0,Radiant,75.0,58.0,36.0,19.0,61.0,25.0,45.0,66.0,91.0,74.0,114.0,59.0,112.0,53.0,7.0,10.0,70.0,63.0,20.0,119.0,108.0,73.0
4065192690.0,Dire,91.0,58.0,63.0,92.0,21.0,4.0,85.0,66.0,36.0,12.0,65.0,59.0,70.0,75.0,119.0,9.0,17.0,42.0,112.0,107.0,80.0,46.0
4065251250.0,Dire,85.0,58.0,66.0,67.0,12.0,19.0,91.0,36.0,42.0,92.0,21.0,61.0,112.0,6.0,119.0,33.0,56.0,63.0,75.0,100.0,45.0,11.0
4066517897.0,Dire,36.0,91.0,58.0,46.0,7.0,103.0,119.0,19.0,75.0,63.0,100.0,76.0,20.0,61.0,107.0,45.0,12.0,9.0,3.0,23.0,70.0,67.0
4066597494.0,Radiant,119.0,63.0,66.0,7.0,12.0,61.0,36.0,33.0,19.0,3.0,70.0,82.0,91.0,72.0,20.0,25.0,65.0,75.0,4.0,21.0,112.0,46.0
4066505440.0,Radiant,58.0,119.0,85.0,5.0,12.0,46.0,36.0,4.0,75.0,6.0,59.0,34.0,63.0,20.0,83.0,69.0,17.0,19.0,120.0,86.0,109.0,112.0
4066615144.0,Dire,36.0,4.0,75.0,61.0,59.0,98.0,58.0,119.0,85.0,74.0,46.0,33.0,63.0,20.0,112.0,73.0,120.0,19.0,53.0,9.0,3.0,88.0
4066499349.0,Radiant,5.0,12.0,36.0,63.0,56.0,73.0,42.0,91.0,6.0,61.0,109.0,41.0,58.0,110.0,84.0,9.0,46.0,19.0,85.0,119.0,21.0,44.0
4066598139.0,Radiant,5.0,12.0,36.0,61.0,100.0,73.0,42.0,91.0,58.0,53.0,85.0,18.0,9.0,6.0,110.0,3.0,49.0,63.0,20.0,19.0,70.0,25.0
4066499119.0,Dire,19.0,56.0,36.0,106.0,61.0,82.0,91.0,9.0,12.0,63.0,77.0,107.0,58.0,17.0,6.0,53.0,100.0,84.0,113.0,119.0,42.0,104.0
4066608591.0,Radiant,91.0,12.0,58.0,63.0,53.0,25.0,56.0,19.0,113.0,36.0,104.0,46.0,75.0,4.0,119.0,42.0,23.0,9.0,20.0,88.0,70.0,61.0
4066670110.0,Radiant,58.0,53.0,91.0,20.0,19.0,17.0,36.0,75.0,9.0,6.0,73.0,59.0,63.0,85.0,12.0,100.0,22.0,42.0,119.0,5.0,120.0,34.0
4066760701.0,Dire,36.0,58.0,3.0,85.0,9.0,59.0,53.0,20.0,63.0,19.0,107.0,23.0,75.0,67.0,62.0,51.0,17.0,91.0,72.0,84.0,77.0,39.0
4066704198.0,Radiant,119.0,75.0,63.0,4.0,3.0,73.0,91.0,58.0,66.0,110.0,7.0,53.0,20.0,36.0,107.0,12.0,78.0,19.0,112.0,84.0,9.0,52.0
4066775838.0,Dire,91.0,58.0,66.0,79.0,56.0,67.0,75.0,63.0,119.0,112.0,23.0,12.0,36.0,45.0,7.0,114.0,8.0,20.0,61.0,88.0,65.0,32.0
4066666471.0,Radiant,58.0,91.0,63.0,20.0,112.0,82.0,5.0,75.0,36.0,56.0,67.0,46.0,110.0,70.0,119.0,42.0,72.0,19.0,9.0,107.0,45.0,79.0
4066759760.0,Dire,91.0,58.0,19.0,88.0,70.0,72.0,42.0,85.0,20.0,33.0,36.0,17.0,107.0,75.0,104.0,109.0,92.0,63.0,5.0,14.0,22.0,4.0
4066688247.0,Radiant,58.0,66.0,53.0,7.0,112.0,83.0,19.0,36.0,75.0,20.0,45.0,61.0,72.0,85.0,119.0,2.0,46.0,91.0,10.0,25.0,27.0,96.0
4066751467.0,Radiant,85.0,91.0,19.0,17.0,61.0,11.0,58.0,66.0,75.0,113.0,6.0,67.0,53.0,45.0,86.0,74.0,12.0,112.0,70.0,7.0,21.0,9.0
4066822873.0,Dire,58.0,91.0,19.0,88.0,51.0,74.0,45.0,36.0,63.0,12.0,119.0,46.0,75.0,4.0,56.0,86.0,13.0,9.0,42.0,112.0,70.0,25.0
4066926568.0,Dire,91.0,63.0,58.0,88.0,42.0,59.0,45.0,36.0,75.0,4.0,12.0,23.0,19.0,119.0,3.0,67.0,106.0,20.0,9.0,112.0,33.0,92.0
4066838505.0,Dire,63.0,61.0,58.0,75.0,74.0,73.0,91.0,9.0,42.0,119.0,6.0,88.0,36.0,33.0,5.0,12.0,19.0,66.0,70.0,20.0,45.0,69.0
4066909869.0,Dire,66.0,61.0,45.0,70.0,42.0,73.0,91.0,9.0,58.0,12.0,75.0,6.0,36.0,88.0,85.0,53.0,113.0,63.0,119.0,19.0,111.0,72.0
4066823822.0,Radiant,36.0,9.0,3.0,56.0,110.0,59.0,63.0,119.0,91.0,75.0,112.0,61.0,58.0,19.0,20.0,40.0,46.0,5.0,70.0,25.0,97.0,12.0
4066891674.0,Dire,63.0,119.0,33.0,59.0,6.0,76.0,91.0,58.0,36.0,12.0,61.0,46.0,19.0,3.0,67.0,112.0,104.0,20.0,9.0,56.0,66.0,42.0
4066831697.0,Dire,36.0,75.0,9.0,88.0,56.0,20.0,63.0,119.0,19.0,97.0,78.0,82.0,5.0,106.0,7.0,33.0,15.0,31.0,12.0,42.0,59.0,41.0
4066891298.0,Dire,36.0,12.0,31.0,67.0,59.0,61.0,119.0,63.0,19.0,73.0,46.0,109.0,75.0,97.0,51.0,74.0,41.0,5.0,88.0,56.0,9.0,4.0
4066988194.0,Radiant,91.0,42.0,112.0,4.0,45.0,59.0,85.0,66.0,75.0,6.0,54.0,77.0,58.0,36.0,100.0,30.0,49.0,19.0,20.0,7.0,9.0,73.0
4067049273.0,Radiant,91.0,42.0,112.0,4.0,49.0,59.0,85.0,66.0,58.0,6.0,12.0,70.0,75.0,63.0,100.0,19.0,77.0,9.0,20.0,88.0,69.0,74.0
4066995932.0,Dire,19.0,66.0,119.0,4.0,6.0,59.0,58.0,91.0,36.0,12.0,53.0,11.0,63.0,112.0,75.0,42.0,17.0,20.0,9.0,3.0,109.0,61.0
4067035268.0,Radiant,58.0,9.0,91.0,61.0,12.0,25.0,45.0,19.0,63.0,103.0,119.0,4.0,5.0,113.0,42.0,75.0,82.0,36.0,20.0,110.0,77.0,53.0
